     13000     1.236870909978901e+03     1.307242749172647e-03
     12000     1.086273191110371e+03     1.129673779328170e-03
     11000     9.410161920860512e+02     9.638910299920063e-04
     10000     8.016701222925930e+02     8.056139552116667e-04
      9000     6.689119729130190e+02     6.576679399549945e-04
      8000     5.435562588970467e+02     5.218138307225545e-04
      7000     4.265981714719628e+02     3.979980317538978e-04
     13000     1.236870909978901e+03     1.307242749172647e-03
     12000     1.086273191110371e+03     1.129673779328170e-03
     11000     9.410161920860512e+02     9.638910299920063e-04
     10000     8.016701222925930e+02     8.056139552116667e-04
      9000     6.689119729130190e+02     6.576679399549945e-04
      8000     5.435562588970467e+02     5.218138307225545e-04
      7000     4.265981714719628e+02     3.979980317538978e-04
     13000     4.222509449192939e+03     4.483356128335749e-03
     12000     3.732017957735524e+03     3.904601876067901e-03
     11000     3.255636818864791e+03     3.352328673733599e-03
     10000     2.795128060613787e+03     2.824236564624917e-03
      9000     2.352618450815172e+03     2.325350980161108e-03
      8000     1.930714743347082e+03     1.863549072048964e-03
      7000     1.532669306198968e+03     1.437475639548809e-03
     13000     1.113415619019733e+03     1.176763462565742e-03
     12000     9.778494487555912e+02     1.016918111782499e-03
     11000     8.470909272471744e+02     8.676825682978944e-04
     10000     7.216533498045152e+02     7.252035385431270e-04
      9000     6.021461353661920e+02     5.920243984816213e-04
      8000     4.893025000339202e+02     4.697302399579255e-04
      7000     3.840183024194856e+02     3.582728167693500e-04
     13000     1.113410472296390e+03     1.176758023018904e-03
     12000     9.778449286819563e+02     1.016913411117080e-03
     11000     8.470870116000657e+02     8.676785574710131e-04
     10000     7.216500139880625e+02     7.252001863194021e-04
      9000     6.021433519675060e+02     5.920216618632369e-04
      8000     4.893002382508487e+02     4.697280686500612e-04
      7000     3.840165273088012e+02     3.582711606652002e-04
     13000     0.000000000000000e+00     0.000000000000000e+00
     12000     0.000000000000000e+00     0.000000000000000e+00
     11000     0.000000000000000e+00     0.000000000000000e+00
     10000     0.000000000000000e+00     0.000000000000000e+00
      9000     0.000000000000000e+00     0.000000000000000e+00
      8000     0.000000000000000e+00     0.000000000000000e+00
      7000     0.000000000000000e+00     0.000000000000000e+00
     13000     1.113415619019733e+03     1.176763462565742e-03
     12000     9.778494487555912e+02     1.016918111782499e-03
     11000     8.470909272471744e+02     8.676825682978944e-04
     10000     7.216533498045152e+02     7.252035385431270e-04
      9000     6.021461353661920e+02     5.920243984816213e-04
      8000     4.893025000339202e+02     4.697302399579255e-04
      7000     3.840183024194856e+02     3.582728167693500e-04
     13000     1.113415619019733e+03     1.176763462565742e-03
     12000     9.778494487555912e+02     1.016918111782499e-03
     11000     8.470909272471744e+02     8.676825682978944e-04
     10000     7.216533498045152e+02     7.252035385431270e-04
      9000     6.021461353661920e+02     5.920243984816213e-04
     13000     1.388743216313248e+03     1.467755838825853e-03
     12000     1.219653977667894e+03     1.268383616288490e-03
     11000     1.056561232588711e+03     1.082244815011588e-03
     10000     9.001052050563975e+02     9.045332914238649e-04
