     13000     7.867061952211190e+03     4.857499343747229e-02
     12000     6.963985204409723e+03     4.251401158918212e-02
     11000     6.086658577681792e+03     3.669974864653708e-02
     10000     5.238157373030181e+03     3.113846832599459e-02
      9000     4.422172749634396e+03     2.588891099937370e-02
      8000     3.643224537463527e+03     2.100145695949144e-02
      7000     2.906939391786819e+03     1.650114384254127e-02
     13000     5.738671588854826e+03     3.543329599560477e-02
     12000     5.079917290662564e+03     3.101207946718255e-02
     11000     4.439946559844249e+03     2.677083340074296e-02
     10000     3.821002691622331e+03     2.271412689874469e-02
      9000     3.225778222351737e+03     1.888480844831347e-02
      8000     2.657570166850428e+03     1.531962823098443e-02
      7000     2.120482919736152e+03     1.203685008813121e-02
     13000     5.738671588854826e+03     3.543329599560477e-02
     12000     5.079917290662564e+03     3.101207946718255e-02
     11000     4.439946559844249e+03     2.677083340074296e-02
     10000     3.821002691622331e+03     2.271412689874469e-02
      9000     3.225778222351737e+03     1.888480844831347e-02
      8000     2.657570166850428e+03     1.531962823098443e-02
      7000     2.120482919736152e+03     1.203685008813121e-02
     13000     5.740826175426599e+03     1.138634410523819e-01
     12000     5.081819807243999e+03     9.844727645579020e-02
     11000     4.441654055464896e+03     8.376278601375990e-02
     10000     3.822491948258423e+03     7.003547082429494e-02
      9000     3.226874014977831e+03     5.722991130349430e-02
      8000     2.658622931260907e+03     4.544696677419887e-02
      7000     2.121321881969634e+03     3.474685456161695e-02
     13000     5.740799638660625e+03     1.138629147161043e-01
     12000     5.081796316720312e+03     9.844682139330729e-02
     11000     4.441633524081204e+03     8.376239882407854e-02
     10000     3.822474278928770e+03     7.003514708093682e-02
      9000     3.226859098866349e+03     5.722964675584469e-02
      8000     2.658610641865642e+03     4.544675669647734e-02
      7000     2.121312076237809e+03     3.474669394697803e-02
     13000     0.000000000000000e+00     0.000000000000000e+00
     12000     0.000000000000000e+00     0.000000000000000e+00
     11000     0.000000000000000e+00     0.000000000000000e+00
     10000     0.000000000000000e+00     0.000000000000000e+00
      9000     0.000000000000000e+00     0.000000000000000e+00
      8000     0.000000000000000e+00     0.000000000000000e+00
      7000     0.000000000000000e+00     0.000000000000000e+00
     13000     5.739627946753288e+03     8.160061133302815e-02
     12000     5.080797582706902e+03     7.053978057680532e-02
     11000     4.440649510846357e+03     6.000445591180252e-02
     10000     3.821585630042769e+03     5.031299176343002e-02
      9000     3.226238243724452e+03     4.110546775396695e-02
      8000     2.657882806522190e+03     3.257243973061400e-02
      7000     2.120755491061485e+03     2.490703817758298e-02
     13000     7.159154283843352e+03     3.081708829379459e-02
     12000     6.337356956416974e+03     2.680459544181715e-02
     11000     5.538947800830356e+03     2.267776812341889e-02
     10000     4.766810320711113e+03     1.875918523586512e-02
      9000     4.024266510730435e+03     1.538561416029421e-02
      8000     3.315412877567462e+03     1.218450485715824e-02
      7000     2.645376798157580e+03     9.465164806244613e-03
     13000     7.157825208633328e+03     1.468484801421596e-02
     12000     6.336162804334697e+03     1.286062392664694e-02
     11000     5.537928163731357e+03     1.106834532146926e-02
     10000     4.765917214681933e+03     9.405706176678665e-03
      9000     4.023494104378335e+03     7.843624475260231e-03
      8000     3.314770081571063e+03     6.355017038842994e-03
      7000     2.644862375993217e+03     4.999765285842750e-03
     13000     7.159154283843352e+03     3.081708829379459e-02
     12000     6.337356956416974e+03     2.680459544181715e-02
     11000     5.538947800830356e+03     2.267776812341889e-02
     10000     4.766810320711113e+03     1.875918523586512e-02
      9000     4.024266510730435e+03     1.538561416029421e-02
      8000     3.315412877567462e+03     1.218450485715824e-02
      7000     2.645376798157580e+03     9.465164806244613e-03
     13000     6.978043109985301e+03     3.294340715453936e+01
     12000     6.177727479171939e+03     3.388294619706539e+01
     11000     5.403570550279459e+03     2.473971023928690e+01
     10000     4.663736914993031e+03     2.121069624384322e+01
